login_id,login,color,sex,links_added_count,links_published_count,comments_count,followers,following,entries,entries_comments,diggs
43238,nowszekontobezszansy,1,2,0,0,0,0,0,81,91,37
34899,sebastian-nowicki,1,2,0,0,0,0,9,2,31,0
23760,Mentisekk,1,2,1,0,2,0,1,16,32,8
17078,Prychol,1,0,0,0,67,0,2,16,88,6
8478,zastanow_sie,1,2,0,0,1,1,1,3,596,4
36874,ZwiastunChaosu,1,2,1,0,102,1,2,7,88,6235
25800,Frank_Underwood,1,2,2,0,291,7,5,138,1447,6837
18401,bartan1002,1,2,6,1,70,4,10,320,3064,656
21980,JosefFritzl4910,1001,2,0,0,0,0,1,11,10,0
45206,wist,1,2,0,0,22,0,0,39,378,33
5588,kocik2010,1,2,0,0,0,1,19,8,157,2
21590,let_it_be,1,2,3,1,641,13,7,1286,7308,882
5147,damciuch,1,0,0,0,0,0,0,4,18,0
14337,Chancock,1,2,0,0,0,2,1,58,476,9
43807,ravaxel,1,0,0,0,0,0,1,1,9,1
41194,Mirekzkolega,1,2,1,0,552,8,26,866,15893,4629
40822,Nazanzibar,1,0,0,0,0,0,1,69,325,0
47942,moooka,1,2,30,11,7674,31,14,1328,8537,42969
9043,Lucek_N_N,1,0,0,0,2,1,0,20,226,45
12949,melo7,1,2,7,4,128,6,6,391,1824,858
28937,Lewak2019,1,0,0,0,6,2,7,77,168,279
44129,M2M6,1,2,0,0,2,3,9,11,181,2
30501,Tenczlowiektutaj,1,0,0,0,105,2,4,4,469,18
27666,NiedzwiedzBilly,1,2,5,0,225,0,1,0,21,24
33515,czujezapachwanilii,1,2,1,0,3,0,1,10,55,18
41690,unluckysoap,1,0,0,0,14,9,10,416,2343,263
43668,rebelyell,1,2,0,0,39,11,48,1247,2836,385
444,wesoly_urolog,1,2,29,1,1139,4,7,264,1043,4310
20726,Gogus23,1,0,0,0,0,1,0,47,206,0
5805,janbubula,1,2,3,0,0,0,1,12,100,1
42237,PawPL,1,2,1,0,1612,0,10,12,199,2391
4562,phat,1,2,3,0,1111,4,9,58,579,6694
16727,theoforos1,1,0,0,0,277,2,17,61,1290,180
5703,matrix_pl,1,2,0,0,331,3,11,94,721,342
12058,Owocowy_ogrod,1,2,0,0,1,0,2,61,68,39
18779,7iedemmetrow,1,2,0,0,52,1,3,7,148,101
15335,paczekXCV,1,0,0,0,48,0,8,22,450,163
26667,bauwan,1,2,0,0,0,1,0,60,347,0
47050,j2e_programmer,1,2,0,0,8,1,2,6,86,149
17659,rafxyz44,1,2,32,14,377,7,15,787,2147,1408
43527,l_Grela_l,1,2,4,0,35,2,14,42,1092,2594
1222,kuhhhwaaa_spock,1,2,0,0,7,4,79,0,180,662
8533,proxion,1,2,3,0,111,7,14,40,1592,353
14115,BohdanSK,1,2,3,0,42,5,2,459,236,4047
32113,elLimon,1,2,1,0,9,2,6,161,1240,4
26797,luksmi,1,0,3,0,392,2,6,23,115,246
47340,Martencja-atencja,1,0,0,0,2,0,2,25,92,79
32457,aerxadik,1,2,0,0,0,2,18,99,208,12
5638,6ES7,1,0,0,0,0,2,0,82,118,0
9121,KolejnyMirek,1,2,18,2,108,0,4,50,432,568
46881,FedoraTyrone,1,2,0,0,101,16,2,57,3526,2154
34639,fledgeling,1,2,158,17,4146,67,18,2493,7656,6183
591,igor0027,1,0,0,0,0,0,0,0,1,0
4080,MalpkaJeanPaul,1,2,3,0,141,1,10,83,2303,707
15376,Gxbskxnhzb,1,2,0,0,3,0,4,59,95,27
29449,2pek,1,2,0,0,42,1,18,122,359,754
23325,RobaxX,1,2,1,0,58,4,7,107,1662,27
33233,qrcok,1,0,0,0,69,1,1,15,357,108
24650,roman-swoboda,1001,0,74,7,300,0,1,1,5,37
20371,Reszif,1,0,0,0,1,0,2,3,139,0
48637,Visius,1,2,6,4,59,26,9,333,1133,844
2632,NevTryon,1001,0,0,0,0,5,1,0,181,0
23410,mencio,1,2,10,1,43,178,0,690,2686,2811
12350,Rumburak123,1,0,0,0,0,0,2,8,173,0
47348,niezwykly_89,1,2,13,0,1506,2,3,3,78,2072
7534,Virsky,1,2,0,0,144,6,3,178,1158,64
27214,davids97,1,0,0,0,4,0,1,107,148,156
31390,corinarh,1,2,19,3,1474,23,6,1477,6741,10855
19015,fafankulo,1,1,5,1,733,1,10,62,555,428
6240,MrCALVIN,1,0,0,0,5,3,12,258,1892,3
23255,Kuba1005,1,2,0,0,3,7,3,423,541,2
35384,mittaj,1,2,0,0,8,0,1,6,84,503
48273,qwerzzz,1,2,5,1,24,26,25,784,1544,1969
1565,Necron,1,2,0,0,110,3,2,405,798,2
44889,flumpy_bread,1,2,0,0,8,1,2,44,2527,4
17568,NexciaK,1,2,2,0,214,3,1,302,1877,9
23732,spaw_kolanowy,1,0,0,0,0,0,1,4,80,0
48805,starskaj,1,2,53,10,677,0,66,2158,6290,18806
207,brick_in_the_wall,1,2,0,0,1,3,3,21,354,16
39720,nikodemgnik,1,0,0,0,0,0,1,81,642,0
12821,bombajowy,1,2,1,0,1380,1,2,127,302,242
47768,matiimakaka,1,2,0,0,278,7,2,181,1730,13
43833,CiemnaStronaNiemocy,1,2,0,0,124,5,5,34,2160,50
44601,Klotzmann,1,2,0,0,1044,24,4,1726,3646,1702
7048,KolorZielonyNieJestNadzieja,1,0,2,1,76,0,1,1,3,85
44243,Brainondrugs,1,2,2,0,730,1,10,227,1450,99
14960,elementyzaskoczenia,1,2,0,0,443,5,0,4,1347,29081
27784,lluki55,1,0,5,0,2,0,1,1,1,0
41624,OrangeEkspert,1,2,1,0,196,150,1,7,11963,256
13353,czasem,1,2,0,0,2,0,1,14,86,94
43989,lolxdddd,1,2,2,0,8,0,0,37,63,14
19038,AdK9,1,2,0,0,1,3,1,37,435,2
1458,deadskinmask,1,2,0,0,8,0,5,144,247,332
41607,mario972,1,2,17,2,99,5,4,130,912,45
9866,fearcd,1,2,1,0,63,1,1,51,168,1770
39159,paw4da,1,0,0,0,350,8,4,105,4025,1072
1756,czajnik_wow,1,0,0,0,1,1,2,16,199,34
36718,bramborak,1,2,0,0,839,13,8,69,2680,145
12286,makay1,1,2,47,4,212,2,4,110,444,1960
36436,senrix,1,2,12,1,864,5,12,65,493,529
30515,czterypalcewnatalce,1,2,5,0,410,1,4,395,675,75
38614,byferdo,2,2,215,38,1973,2,5,311,1520,1886
48544,tak_ze_ten,1,2,0,0,46,7,34,0,2461,21
5177,dr_Batman,1,1,37,7,4033,131,40,232,3288,3025
41277,Violet_Her0,1,0,0,0,4,0,1,1,43,12
33870,Krzychuzero3,1,0,0,0,0,0,0,5,4,0
560,balin1,1,0,0,0,72,0,0,14,274,2250
49142,Piroman1917,1,2,0,0,3,1,1,17,121,2
12343,Boopek,1,0,0,0,0,0,3,1,7,1
5672,Szaku99,1,0,0,0,9,0,3,16,17,17
34495,printf,1,2,26,7,3734,29,34,1761,6794,7626
48620,Lou90,1,0,0,0,0,0,2,46,30,3
8721,Ewidentnybrakalkoholuwekrwi,1,0,0,0,0,8,6,286,2630,0
22508,arrent,1,2,115,6,192,72,89,1624,9334,2752
38246,Totendajnapiwo,1,2,0,0,0,0,2,10,111,0
5098,Redlic,1,2,2,0,48,4,22,23,348,5261
37699,Adibados,1,2,21,1,370,0,2,3,11,91
3840,Tetris_y,1,0,1,0,0,0,1,1,2,0
8706,nielu,1,2,6,1,61,1,0,53,711,2437
36948,Urban944,1,2,15,0,28,0,8,37,146,415
2370,RafalWolnik,1,0,0,0,0,18,1,0,19,0
22033,Dispelox,1,2,1,0,0,1,1,58,279,0
8850,Oskaregg,1,2,31,0,25,0,1,0,18,0
47148,serenissima,1,2,16,2,57,0,3,4,2,1523
49639,DonislawDev,1,2,15,7,804,150,9,569,6043,821
263,kfeed,1,2,0,0,80,2,10,74,1061,453
13917,Stevie__,1,2,0,0,5,8,14,40,608,246
10657,zima65,1,1,22,1,561,26,27,3434,3583,5638
22161,szasznik,1,2,22,14,2518,35,7,579,8974,118512
49422,RozowyPaskud,1,1,0,0,3,9,5,125,608,16
29982,Pienio69,2,2,11,4,1662,13,41,552,6455,742
45692,Tubylec14,1,2,0,0,2,1,11,66,340,19
37716,Barleywine,1,1,0,0,0,0,0,0,57,1
9348,Mageronik,1,2,0,0,446,16,28,882,4625,764
17911,Metylo,1,2,0,0,31,6,17,265,1587,410
39455,JohnnyGavlacci,1,0,4,0,13,1,20,65,907,89
23048,MateuszBorek111,1001,2,0,0,0,1,10,0,35,5
39870,sMart19,1,1,0,0,0,36,17,144,1376,15
45360,SARS-Cov2,1,2,8,0,6,22,451,257,769,3
42199,Mercer,1,2,1,0,210,1,8,2,6,3882
22484,cusz,1,1,1,0,0,1,1,5,202,0
10155,Lordbiznes,1,2,0,0,0,1,3,4,75,63
38331,WolnaPrzestrzen,1,0,0,0,2,0,1,0,2,0
5469,QYachuQ,1,0,0,0,0,0,1,1,5,0
9041,CptSpaulding,1,2,0,0,5,0,1,40,485,101
24471,den4y,1,2,9,1,103,1,8,21,420,1333
47249,ligus82,1,0,0,0,30,0,4,2,26,13548
5993,weekend,1,0,5,0,873,0,1,1,66,116
35007,12wertpos,1,2,1,0,13,6,11,282,485,63
496,Blacklud,1,2,0,0,0,0,4,0,41,0
21198,Mikizord,1,2,0,0,58,7,12,41,352,2601
23806,Diesel_musi_kopcic,1,0,0,0,7,1,2,2,8,2
24103,edo48,1,2,33,10,458,4,1,63,399,726
29099,hasemh,1,2,0,0,4,0,2,8,143,13
17619,shadow932,1,0,1,0,1,0,2,1,1,0
37339,thelightful,1,0,1,0,52,0,3,7,152,3272
23244,koniu9191,1,2,0,0,119,1,6,95,409,77
15134,sayonara_senpai,1,1,0,0,0,0,5,3,61,0
12414,Rzwk,1,1,0,0,0,7,9,45,445,0
39134,JamrajPasiasty,1,2,7,0,162,5,16,83,3440,491
22909,Stalowypecherz,1,2,2,0,199,1,11,102,914,207
11934,spioch89,1,2,0,0,4,0,4,5,56,8
14425,Izumi,1,2,1,1,415,1,4,19,64,676
40702,Olciu6,1,2,0,0,3,0,5,4,11,329
6010,wachaczaj,1,0,1,0,32,0,3,6,92,28
1823,Aasssdd,1,0,0,0,0,0,1,7,39,0
3846,JeszApokalipsy,1,1,1,0,0,9,6,229,926,0
10005,janekch,1,2,27,1,356,2,28,23,67,5784
26457,asmodeus666,1,2,0,0,0,0,3,10,395,1
29893,homo_luminis,1,2,0,0,15,7,6,94,202,6
26477,Hadzik,1,2,12,2,19,8,39,151,393,1548
46951,bielan123,1,2,0,0,52,2,7,248,1562,49
43540,JagniecymFuterkiemWalekPokryty,1,1,4,0,163,40,35,604,3252,942
2599,baton_z_buszu,1,0,0,0,563,0,2,7,42,236
5995,matyssss,1,0,0,0,16,1,1,327,1003,6
40846,Medico_della_Peste,1,2,0,0,0,2,3,66,636,1
45412,sowa12,1,0,2,0,21,2,1,27,51,361
18541,cubygl,1,2,0,0,0,0,0,1,1,0
45201,SolvMagic,1,2,2,0,0,2,3,16,12,1142
24543,Zian,1,2,1,0,184,10,28,95,773,10009
41878,myrmekochoria,1,2,82,2,96,870,91,8554,7881,408
24093,GouaDupaZPiwnicy,1,2,0,0,5,5,8,0,514,0
36881,Liuxus,1,2,1,0,103,1,2,148,729,555
41953,Brok_Sambor,1,2,0,0,36,0,1,9,70,218
31797,staniu,1,2,8,0,29,0,11,12,77,2400
38895,PolishMiJaja,1,2,0,0,46,0,2,19,95,2
15301,geniero66,1,2,166,8,6,30,11,2138,332,768
45927,witulo,1,2,52,17,3599,1,1,147,194,1123
43890,petla_sprzezenia,1,2,22,3,34,2,9,149,600,120
25603,Filareta,1,2,0,0,199,19,23,884,5455,181
43537,Urajah,1,1,4,0,466,4,9,136,962,11
20082,john_kurski,1,2,0,0,0,0,2,25,97,62
48875,piotr-roladynski,1,2,0,0,43,13,40,23,2291,58
47191,dedektywostrowski,1,0,0,0,142,1,4,9,114,152
22800,cz0rt,1,2,5,0,18,1,0,568,797,122
33946,chce_blokowac_tagi,1,0,0,0,53,0,1,0,36,0
23492,patusiacipusia,1,0,0,0,4,0,21,7,208,188
42934,patrol411,1,2,0,0,3,1,1,291,1861,0
44051,producent_smogu,1,2,36,7,1469,27,177,222,3007,1588
47075,bartoleo,1,2,0,0,12,2,5,47,592,6
27731,Bezu,1,2,0,0,3,1,2,2,25,7
23853,wmw987,1,2,32,3,1145,4,13,127,654,3272
28396,Sternikpiernik,1,0,2,0,161,0,2,12,246,34
10736,oirectine,1,2,0,0,9,1,4,6,81,26
9923,biscoop,1,2,0,0,6,1,10,6,64,97
37650,ZmianaZycia,1001,1,0,0,200,31,1,97,374,373
989,Overrr,1,0,0,0,8,0,5,180,839,138
38464,Jomono,1,2,1,0,0,8,17,601,789,213
31938,Puszczykk,1,2,3,0,36,1,15,73,405,1509
19856,tonawiarywkilkarzeczy,1,2,6,1,87,3,5,31,640,134
12543,marian1881,1001,2,70,16,4830,13,6,123,2893,8451
26815,Wojooo,1,0,0,0,0,0,1,2,12,1
42458,Aerommar,1,2,0,0,3,0,0,102,198,0
31005,eta_carinae,1,0,0,0,1,0,3,6,22,4
2827,SiegfriedvonMarienstadt,1,2,0,0,565,3,5,21,701,1524
2246,WTFaydh,1,2,47,15,615,51,3,1256,4697,15992
9162,tymbool,1,2,0,0,81,1,13,3,332,318
2556,wdnepie,1,0,0,0,0,1,0,5,74,0
22709,PanCopywriter_pl,1,2,13,2,183,12,17,265,808,5761
16175,calandrino,1,0,0,0,381,2,6,3,26,60
37542,FenrisVonUlfer,1,2,5,0,232,1,2,5,356,1187
20212,Panone,1,0,0,0,0,0,1,1,10,0
39397,Ragnarocers,1,2,0,0,0,0,6,16,152,0
48681,teraz_z_kontem,1,2,0,0,63,0,2,33,986,295
10685,kordrian,1,0,0,0,0,1,1,19,42,1
20612,djos,1,0,0,0,26,1,7,30,339,82
37881,grz,1,2,14,1,119,2,1,4,1072,1452
36117,Kalka301,1,2,0,0,0,1,1,141,304,0
2587,Aroko,1,2,3,0,21,5,23,840,2091,202
16037,utevo_lux,1,2,0,0,0,2,1,38,113,4
15794,Mamkielbase,1,2,0,0,5,0,6,49,158,120
47861,Micho_master,1,2,3,0,2402,2,2,41,1887,168
26466,Deflaut,1,2,1,0,16,1,4,34,113,487
5194,spark6911,1,2,0,0,5,0,5,4,8,12
49665,curtis50,1,2,0,0,7,0,2,20,156,73
50190,magmagiq,1,2,3,0,92,2,11,13,82,8058
16888,Kosciex,1,2,0,0,5,1,5,39,346,254
9208,Bednarek,1,2,1,0,6,0,8,27,144,5802
24043,mirekxc,1,2,15,4,57,2,8,58,208,1471
33474,Xordan,1,2,0,0,2,1,2,6,127,2
9269,socar-pl,1,2,3,0,557,1,1,7,17,105
27156,kaczyna,1,2,9,1,55,0,1,3,12,295
9532,smutnazabcia,1,1,0,0,10,3,2,35,82,10
3974,nobody_here,1,2,3,0,123,23,49,3056,3690,8940
40670,Papej,1,2,1,0,8,0,6,27,205,392
36441,ohyeahziomus,1,2,30,2,1507,10,8,35,145,13062
20667,noerror,1,2,0,0,8,0,1,9,53,169
277,cichanos,1,2,1,0,30,0,11,76,542,114
7380,xberkinus,1,2,0,0,1,1,34,120,362,132
42547,miliradian,1,2,10,1,491,3,1,304,562,9109
41440,NielegalneKretowisko,1,2,0,0,50,1,1,7,158,6
42716,Apogeumz,1,0,0,0,0,0,2,4,31,1
26782,perrod,1,2,1,0,12,3,12,162,1664,335
20604,M_longer,1,2,7,0,611,129,139,562,3838,3420
34794,hokei00,1,2,0,0,1,3,6,113,420,12
15696,Dziki_Bigos,1,2,1,0,1113,88,72,1782,9232,33593
11833,Ow3n,1,2,0,0,246,5,12,179,1548,2558
46198,WhiteRower,1,2,9,0,493,15,81,174,1097,1565
4441,CzerstwaBulka,1,2,0,0,25,82,33,3771,22321,59
5836,OmarBongo,1,2,0,0,61,1,3,453,3413,16
46242,siedemsiedem7,1,1,2,0,9,2,6,355,146,234
3343,sztyftwsztyfcie,1,2,0,0,0,1,4,7,40,131
8065,mrufcyn,1,0,0,0,103,7,7,40,144,306
35992,rarararar,1,0,0,0,0,1,0,27,18,1
18760,Cobra142,1,2,0,0,6,1,9,10,416,441
37890,ziper101,1,0,0,0,21,2,15,29,312,271
12598,KochamTiramisu,1,2,0,0,0,1,1,3,62,0
42436,gotiman13,1,0,0,0,4,0,1,52,198,1
3996,kimbuldag,1,1,0,0,0,2,0,0,31,0
18427,retusz_osobowosci,1,2,1,0,25,1,0,1,90,13
31845,Thorn_,1,2,0,0,2,0,0,20,24,6
35214,detal4,1,2,0,0,0,0,2,209,272,0
15604,loremipsum91,1,2,6,0,11,1,2,170,289,25
19689,qwertyqwertyqwertyqwerty,1,2,0,0,158,0,2,1,8,20
26776,Buba91,1,1,0,0,2,2,8,30,246,267
129,Klekocin,1,0,0,0,33,0,3,7,63,44
2279,Ahajo,1,1,0,0,10,0,1,13,81,3
19061,zwiaz_mi_rece_nog_nie_trzeba,1,1,0,0,0,4,5,9,58,2
21294,eliot123,1,2,0,0,0,1,27,36,69,879
48964,bujukris1,1,0,1,1,809,0,1,0,1,5
38051,vad22,1,2,2,0,4,17,9,193,520,94
3803,cubus92,1,0,1,0,82,1,3,40,433,46
12365,gregoor3,1,2,0,0,7,4,3,180,750,59
27245,toomanyasterisk,1,2,12,0,80,3,6,69,223,406
26993,HCMS1k,1,0,0,0,4,0,2,0,50,52
31199,justyna-,1,1,1,0,18,1,1,3,135,859
16369,Kaamil88,1,2,7,0,166,1,1,131,521,249
